messageId,guildId,data,createdAt
"1536817061630840842","1502898258610225304","{""infoBtns"":[""- Precisa ter uma comunidade ativa;\n\n- É necessário haver um representante no nosso servidor.\n\n- O servidor não pode em hipótese alguma ter algo relacionado a **panela**, **NSFW**, etc... ;\n\n- Realizamos parcerias com servidores de vendas, mas antes, é necessário que comprove que o servidor é 100% seguro e que não praticam **scam**, entre outros.\n\n- Ao sair do servidor, a parceria é automaticamente cancelada.""]}","2026-08-11 19:24:17.447"
"1538632722598338560","1502898258610225304","{""infoBtns"":[""> INTE__RAÇ__ÃO\n— • Seja gentil e mantenha um ambiente leve. Evite discussões desnecessárias, xingamentos e qualquer comportamento que possa incomodar outros membros. Brincadeiras são legais, desde que todos concordem.\n\n> ORGANIZAÇÃO\n— • Mantenha os canais limpos e use cada um para o tema certo. Evite flood, mensagens repetidas ou exagero de emojis. Não envie links externos sem autorização da equipe.\n\n> EXPOSIÇÃO\n— • Vazar imagens de menores de idade dentro do servidor é estritamente proibido. Vamos ter noção que isso é extremamente problematico é estranho.\n\n> CONTEÚDO E LINGUAGEM\n— • Evite palavras ofensivas, temas sensíveis e qualquer tipo de conteúdo explícito fora das áreas destinadas a isso. Qualquer material inapropriado fora de contexto será removido e pode gerar punição.\n\n> APOLOGIAS\n— • Apologias como zoofilia, pedofilia, nazismo & qualquer coisa de nível igual é extremamente proibido em nosso servidor.**"",null]}","2026-08-16 19:50:15.731"
