id,guildId,badgeKey,emoji
"cms4ufxi501fpnf5fijtu4nwf","1502898258610225304","personalizado","<:skunk:1464078946420129793>"
"cms4ugydq01fqnf5fmej3ky9l","1502898258610225304","estiloso","<:skunk:1529132555607998505>"
"cms4uhd9901frnf5fzogqrlma","1502898258610225304","mascote","<:skunk:1461773157399793942>"
"cms4uhv5g01fsnf5fwvudwr8b","1502898258610225304","comprador","<:skunk:1529132539854196766>"
"cms4uiabx01ftnf5fxvifi2j1","1502898258610225304","colecionador","<:skunk:1464304702744297516>"
"cms4uimnc01funf5f34srzboi","1502898258610225304","poupador","<:futecoins:1523047562213462016>"
"cms4uiywl01fvnf5fdxwpw7aj","1502898258610225304","rico","<:a_money_xqz:1404983585861009420>"
"cms4ujajk01fwnf5fsmv88th7","1502898258610225304","vip","<:h_diamanteazul_xqz:1414789486977749083>"
