id,guildId,roleId,name,description,price,active,createdAt
"cmsywgx970006g4ghv6ewrutz","1502898258610225304","1535844732465455167","ᅠfemboy",,"10000","t","2026-08-18 16:51:42.811"
"cmsywhfsn0007g4ghid5w70p7","1502898258610225304","1530763375905079346","ᅠborn to die",,"15000","t","2026-08-18 16:52:06.84"
"cmsywhsa90008g4ghjerdc2sc","1502898258610225304","1530453625628004362","ᅠtrust who",,"15000","t","2026-08-18 16:52:23.026"
"cmsywi4dj0009g4ghw2ltdbx0","1502898258610225304","1530722458150240266","ᅠbaddie",,"20000","t","2026-08-18 16:52:38.695"
"cmsywijy9000ag4ghnvus75p4","1502898258610225304","1530722536214761582","ᅠkitty",,"20000","t","2026-08-18 16:52:58.881"
"cmsywj04l000bg4gh0sofma5x","1502898258610225304","1530722692284682301","ᅠgang",,"20000","t","2026-08-18 16:53:19.845"
"cmsywjaup000cg4ghj6aadylw","1502898258610225304","1530722747729187027","ᅠfatal",,"20000","t","2026-08-18 16:53:33.745"
