id,guildId,partnerServerId,partnerName,promoterId,representativeId,inviteCode,messageUrl,createdAt
"cmsqracgk005g14124jn9ten6","1502898258610225304","1514852775068962897","Servidor de gin de 15","1522568928487014451",,"vJ2vHrZ9","https://discord.com/channels/1502898258610225304/1502947280968482859/1537250450456186920","2026-08-13 00:04:28.436"
"cmsqravqy005l1412h5vxa099","1502898258610225304","1514852775068962897","Servidor de gin de 15","1522568928487014451","1513613689322995804","vJ2vHrZ9","https://discord.com/channels/1502898258610225304/1502947280968482859/1537250555129364642","2026-08-13 00:04:53.435"
